id,price,year,manufacturer,condition,fuel,odometer
1142,3200,1993,ford,good,gas,133000
1143,20995,2018,chevrolet,excellent,gas,7386
1144,14800,2014,honda,excellent,gas,142948
1145,3500,2004,ford,excellent,gas,144174
1146,20895,2018,ford,excellent,gas,19908
1147,28499,2015,dodge,excellent,gas,113000
1148,31990,2020,toyota,good,gas,9261
1149,34600,2019,ford,like new,gas,29500
1150,8450,2004,chevrolet,good,gas,245830
1151,10500,1999,toyota,excellent,gas,143400
1152,4995,2007,jeep,excellent,gas,132557
1153,26954,2015,ram,excellent,gas,112996
1154,35785,2021,dodge,excellent,gas,36867
1155,5500,2008,cadillac,like new,gas,240000
1156,8950,2006,honda,excellent,gas,29804
1157,2400,2006,chevrolet,good,gas,217000
1158,4600,1983,toyota,good,gas,162121
1159,53900,2019,chevrolet,excellent,diesel,68073
1160,13000,2016,honda,excellent,gas,62000
1161,35590,2020,volkswagen,good,gas,3984
1162,4600,2007,pontiac,good,gas,137376
1163,18900,2020,chevrolet,excellent,gas,40500
1164,20000,2018,infiniti,excellent,gas,58500
1165,13500,2011,jeep,excellent,gas,171484
1166,5900,2008,volkswagen,excellent,gas,85942
1167,7300,2013,chevrolet,excellent,gas,96980
1168,17590,2015,volkswagen,good,diesel,40502
1169,19900,2017,buick,excellent,gas,4000
1170,11000,2007,chevrolet,excellent,gas,165336
1171,3500,2003,chevrolet,excellent,gas,181753
1172,21100,2018,gmc,excellent,gas,29964
1173,23000,2011,dodge,excellent,gas,38000
1174,24000,2013,gmc,excellent,gas,53013
1175,9000,2010,ford,excellent,gas,144381
1176,11800,2015,honda,excellent,gas,68909
1177,16995,2017,volkswagen,excellent,gas,49236
1178,21995,2018,gmc,excellent,gas,16722
1179,11995,2015,ford,excellent,gas,120727
1180,43900,2015,mercedes-benz,like new,gas,85000
1181,6900,2008,nissan,good,gas,228000
1182,5900,2012,chevrolet,good,gas,168000
1183,35900,2017,ford,excellent,gas,37000
1184,21800,2013,chevrolet,excellent,gas,25700
1185,9900,2010,ford,good,gas,188000
1186,8900,2012,toyota,good,gas,144000
1187,11999,2015,chrysler,excellent,gas,132000
1188,11999,2011,ford,excellent,gas,125000
1189,16500,2015,toyota,like new,gas,68000
1190,7999,2013,chevrolet,excellent,gas,102000
1191,7999,2013,dodge,excellent,gas,106000
1192,7999,2009,gmc,excellent,gas,142000
1193,18900,2010,jeep,excellent,gas,91528
1194,6999,2014,chevrolet,excellent,gas,138000
1195,9999,2015,chrysler,excellent,gas,108000
1196,7999,2013,ford,excellent,gas,124000
1197,7500,2007,chevrolet,excellent,gas,241356
1198,46499,2021,buick,excellent,gas,2189
1199,4195,2012,jeep,like new,gas,190000
1200,3300,2012,chevrolet,excellent,gas,169000
1201,12900,2010,ram,good,gas,160000
1202,9750,2005,ford,good,gas,204428
1203,9999,2015,chevrolet,excellent,gas,84000
1204,11999,2017,ford,excellent,gas,92000
1205,7900,2004,gmc,good,gas,176000
1206,8999,2011,jeep,excellent,gas,142000
1207,12895,2012,ford,good,gas,143837
1208,5999,2013,chrysler,excellent,gas,163000
1209,7999,2010,ford,excellent,gas,137000
1210,26995,2021,gmc,like new,gas,4497
1211,37995,2018,ford,like new,gas,9527
1212,69995,2019,dodge,like new,gas,6246
1213,15500,2003,toyota,excellent,gas,64263
1214,8950,2009,lexus,excellent,gas,105000
1215,2795,2003,buick,like new,gas,103000
1216,2800,2009,chrysler,like new,gas,114824
1217,3000,2006,chevrolet,excellent,gas,202639
1218,25000,2013,bmw,excellent,gas,70206
1219,7500,2006,jeep,excellent,gas,196742
1220,6900,2008,chevrolet,good,gas,164000
1221,16000,2013,chevrolet,excellent,gas,147226
1222,7995,2012,ford,excellent,gas,62473
1223,4000,2006,honda,excellent,gas,234651
1224,29895,2018,gmc,excellent,gas,36029
1225,53900,2017,rover,like new,gas,45000
1226,4000,2016,dodge,good,gas,81000
1227,2100,2014,ford,good,gas,110000
1228,20895,2013,gmc,good,gas,130000
1229,7395,2013,chevrolet,excellent,gas,149000
1230,13400,2013,buick,excellent,gas,121000
1231,12995,2012,gmc,excellent,gas,104615
1232,11395,2011,ford,good,gas,114000
1233,23900,2011,ford,excellent,gas,69000
1234,7495,2010,dodge,excellent,gas,106000
1235,2995,2011,chevrolet,like new,gas,209000
1236,5900,2006,jeep,good,gas,145000
1237,3990,2010,mercury,excellent,gas,182000
1238,11950,2013,audi,like new,gas,95000
1239,4495,2008,chevrolet,excellent,gas,155000
1240,3995,2010,chrysler,like new,gas,130000
1241,4900,2005,bmw,good,gas,158000
1242,19000,2018,gmc,excellent,gas,38805
1243,16500,2017,chevrolet,excellent,gas,112691
1244,2900,2000,toyota,good,gas,231000
1245,17500,2016,jeep,excellent,gas,101273
1246,4395,2005,buick,like new,gas,130000
1247,4995,2011,jeep,like new,gas,215000
1248,20590,2020,kia,good,gas,1082
1249,21590,2018,acura,good,gas,23556
1250,3495,2008,chevrolet,like new,gas,140000
1251,31995,2013,ford,good,diesel,183273
1252,22995,2016,ford,good,gas,121550
1253,32995,2014,ford,good,diesel,171175
1254,27995,2011,chevrolet,good,diesel,196615
1255,26995,2011,ford,good,diesel,185430
1256,16995,2011,ram,good,gas,123550
1257,3600,2009,mercury,excellent,gas,103000
1258,2800,2012,ford,excellent,gas,130000
1259,7900,2013,honda,excellent,gas,90000
1260,32900,2018,ford,excellent,gas,31700
1261,9900,2013,ford,good,gas,101000
1262,18590,2013,volvo,good,gas,79346
1263,16590,2015,toyota,good,hybrid,62363
1264,20590,2018,mini,good,gas,31058
1265,54900,2019,ram,excellent,diesel,55822
1266,24900,2012,ram,good,diesel,193000
1267,5500,2012,ford,good,gas,240300
1268,4200,2013,dodge,excellent,gas,92985
1269,7400,2013,chevrolet,like new,gas,87096
1270,5495,2009,buick,excellent,gas,141728
1271,4995,2012,ford,excellent,gas,152127
1272,2995,2009,chevrolet,excellent,gas,190037
1273,4495,2011,ford,excellent,gas,144514
1274,7600,2007,ford,good,gas,184000
1275,4995,2006,toyota,excellent,gas,180706
1276,12995,2015,mini,excellent,gas,57436
1277,5995,2013,chevrolet,excellent,gas,118464
1278,12900,2012,toyota,excellent,gas,112228
1279,34999,2017,ram,excellent,gas,57492
1280,10999,2013,ford,excellent,gas,95116
1281,5995,2012,ford,excellent,gas,107629
1282,30999,2015,chevrolet,excellent,gas,114055
1283,15499,2011,ford,excellent,gas,107710
1284,4995,2010,ford,excellent,gas,173455
1285,12500,2017,ford,excellent,gas,92129
1286,4995,2008,ford,excellent,gas,167156
1287,4495,2010,nissan,excellent,gas,121323
1288,39900,2017,ford,excellent,diesel,130948
1289,5400,2013,chrysler,excellent,gas,155000
1290,5900,2009,mercedes-benz,excellent,gas,170000
1291,6500,2008,gmc,good,gas,118000
1292,6999,2013,ford,good,gas,129000
1293,25000,2012,mercedes-benz,excellent,gas,68000
1294,6999,2011,buick,good,gas,139000
1295,4999,2013,dodge,good,gas,129000
1296,5999,2011,gmc,good,gas,129000
1297,20500,2015,audi,excellent,gas,57700
1298,11800,2015,volkswagen,excellent,diesel,42493
1299,4600,2011,chevrolet,like new,gas,114200
1300,20000,2015,audi,new,gas,95000
1301,3500,2008,dodge,good,gas,145000
1302,13900,2009,pontiac,excellent,gas,31000
1303,6500,2012,mazda,good,gas,99887
1304,7000,2007,ford,excellent,gas,135000
1305,3400,2008,ford,good,gas,181000
1306,3500,2005,ford,new,gas,150000
1307,5995,2012,volkswagen,excellent,diesel,184000
1308,10000,1988,ford,excellent,gas,51000
1309,11500,2011,jeep,excellent,gas,124700
1310,3500,2004,infiniti,excellent,gas,152689
1311,5900,2010,toyota,good,gas,122622
1312,4995,2012,chevrolet,like new,gas,140000
1313,7000,2010,audi,good,gas,169000
1314,6000,1992,jeep,excellent,gas,146000
1315,2200,2006,saturn,good,gas,176000
1316,4639,2003,audi,excellent,gas,87253
1317,10500,2013,ram,good,gas,122193
1318,3300,2000,dodge,good,gas,112000
1319,4700,2013,chrysler,like new,gas,104000
1320,30000,2018,dodge,new,gas,60000
1321,3500,2008,volvo,good,gas,177500
1322,24990,2016,mazda,good,gas,6218
1323,34000,2015,mercedes-benz,excellent,gas,43890
1324,3300,2007,chevrolet,good,gas,140000
1325,6000,2010,jeep,good,gas,109200
1326,34590,2015,ford,good,gas,30970
1327,5500,1999,mercedes-benz,good,gas,139000
1328,3700,2003,ford,excellent,gas,173000
1329,9900,2011,dodge,good,gas,166000
1330,16990,2014,volkswagen,good,gas,64086
1331,35990,2020,ford,good,gas,3928
1332,23590,2016,mini,good,gas,33000
1333,37590,2018,gmc,good,gas,19547
1334,33990,2015,chevrolet,good,gas,13542
1335,33590,2014,gmc,good,gas,57923
1336,24590,2016,jeep,good,gas,66313
1337,8000,2016,dodge,like new,gas,82000
1338,25500,2012,ford,excellent,gas,117000
1339,3800,2005,chrysler,excellent,gas,160000
1340,29990,2016,mercedes-benz,good,gas,24230
1341,25990,2016,gmc,good,gas,24688
1342,30990,2013,toyota,good,gas,26474
1343,6200,2009,honda,excellent,gas,144300
1344,8990,2011,toyota,excellent,gas,103000
1345,16500,2015,lincoln,like new,gas,50000
1346,23990,2017,ford,good,gas,18446
1347,39590,2019,chevrolet,good,gas,23488
1348,5500,2004,ford,good,gas,109997
1349,35990,2018,toyota,good,gas,29245
1350,5900,1991,buick,excellent,gas,99600
1351,10900,2017,chevrolet,excellent,gas,83350
1352,15000,2017,nissan,like new,gas,46000
1353,5200,2009,chevrolet,excellent,gas,132000
1354,7000,2002,mitsubishi,like new,gas,22944
1355,26590,2018,nissan,good,gas,40176
1356,20990,2020,honda,good,gas,1668
1357,7300,2009,lincoln,excellent,gas,110000
1358,2800,2008,ford,good,gas,135378
1359,3595,1998,bmw,excellent,gas,179000
1360,4800,2002,ford,good,gas,178000
1361,8900,2018,nissan,like new,gas,19300
1362,6500,2013,bmw,good,gas,108032
1363,2500,2004,honda,good,gas,208291
1364,9000,2012,jeep,excellent,gas,169876
1365,4700,2007,nissan,good,gas,133013
1366,6595,2012,chevrolet,excellent,gas,140000
1367,3500,2002,pontiac,good,gas,163963
1368,2495,2001,nissan,good,gas,140000
1369,31590,2019,mazda,good,gas,8789
1370,38590,2017,nissan,good,gas,26539
1371,38990,2018,lexus,good,gas,10729
1372,10500,2012,toyota,excellent,gas,103000
1373,9980,2011,ford,excellent,gas,108400
1374,39500,2019,honda,like new,gas,9500
1375,2800,2003,buick,excellent,gas,130000
1376,5850,2013,chrysler,excellent,gas,102000
1377,2500,1992,mazda,good,gas,111000
1378,2995,2004,ford,good,gas,200000
1379,32990,2011,chevrolet,good,gas,20190
1380,18000,2014,hyundai,like new,gas,80000
1381,2250,2004,ford,good,gas,140000
1382,6700,1977,chevrolet,good,gas,57000
1383,18000,2007,chevrolet,new,gas,130000
1384,9900,2009,ford,good,gas,168000
1385,23995,2005,jaguar,excellent,gas,40000
1386,11900,2010,ram,good,gas,154000
1387,3850,2003,mercedes-benz,good,gas,115320
1388,4950,2004,ford,good,gas,192000
1389,2995,2002,ford,good,gas,200000
1390,4900,1998,cadillac,good,gas,153000
1391,2250,2004,pontiac,good,gas,200000
1392,10000,2012,chevrolet,new,gas,100840
1393,4495,2004,audi,good,gas,200000
1394,2995,2004,chevrolet,good,gas,150000
1395,2995,2008,dodge,good,gas,160000
1396,2400,2008,chevrolet,good,gas,176000
1397,2795,2006,pontiac,good,gas,190000
1398,2995,2007,ford,good,gas,220000
1399,14000,2008,porsche,excellent,gas,107000
1400,12200,2017,chevrolet,excellent,gas,12600
1401,12800,2020,chevrolet,excellent,gas,19600
1402,8500,2014,chevrolet,excellent,gas,42000
1403,5500,2014,ford,excellent,gas,197000
1404,5000,2013,ford,excellent,gas,160000
1405,8495,2012,dodge,excellent,gas,183995
1406,8500,2018,cadillac,salvage,gas,28000
1407,6900,2006,chevrolet,excellent,gas,234604
1408,2700,2007,pontiac,excellent,gas,170000
1409,7500,2013,chrysler,good,gas,52000
1410,24500,1994,ford,excellent,gas,132144
1411,3400,2010,mercury,good,gas,161000
1412,6995,2013,honda,good,gas,172245
1413,12000,2010,ram,excellent,diesel,130000
1414,13000,2014,chrysler,like new,gas,106000
1415,42000,1994,dodge,excellent,gas,11000
1416,3900,2005,honda,good,gas,218319
1417,15500,1996,ford,excellent,gas,163000
1418,4995,2009,chevrolet,good,gas,78390
1419,4795,2008,mercury,excellent,gas,92693
1420,6300,2002,toyota,excellent,gas,235000
1421,6900,2000,ford,excellent,gas,119625
1422,7995,2012,buick,excellent,gas,105602
1423,6200,1994,ford,excellent,diesel,237000
1424,18500,2017,chrysler,like new,gas,70858
1425,8995,2009,dodge,excellent,gas,96800
1426,5000,2007,ford,like new,gas,65147
1427,22000,2004,ford,good,diesel,124568
1428,8995,2011,ford,excellent,gas,89959
1429,8500,2002,ford,good,gas,196000
1430,5700,2012,chevrolet,excellent,gas,138000
1431,13700,1978,chevrolet,excellent,gas,72918
1432,32590,2011,bmw,good,gas,44429
1433,20990,2018,buick,good,gas,21653
1434,8500,2015,toyota,excellent,gas,64000
1435,38900,2020,bmw,excellent,gas,13000
1436,33900,2019,cadillac,excellent,gas,20500
1437,53900,2019,ford,excellent,gas,23750
1438,34590,2017,toyota,good,gas,20097
1439,5895,2006,ford,excellent,gas,129055
1440,20500,2017,fiat,excellent,gas,7000
1441,17990,2014,volkswagen,good,gas,41647
1442,13995,2014,gmc,excellent,gas,99790
1443,15999,2011,ford,good,gas,151300
1444,25000,2017,chrysler,like new,gas,45975
1445,19990,2017,fiat,good,gas,6054
1446,25990,2011,nissan,good,gas,17254
1447,13995,2016,honda,excellent,gas,63343
1448,4500,2003,ford,excellent,gas,171348
1449,13495,2015,honda,excellent,gas,105269
1450,4800,1992,pontiac,excellent,gas,60191
1451,5200,2003,buick,like new,gas,97000
1452,5800,2005,honda,excellent,gas,88000
1453,4595,2004,honda,good,gas,147390
1454,3495,2003,honda,fair,gas,181424
1455,22900,2008,ford,excellent,diesel,118000
1456,11500,2017,chevrolet,like new,gas,54900
1457,13500,2019,chevrolet,excellent,gas,8291
1458,6900,2011,chevrolet,excellent,gas,204000
1459,3300,2005,buick,good,gas,135500
1460,5000,2010,mitsubishi,excellent,gas,108000
1461,28590,2017,mazda,good,gas,6958
1462,21990,2020,volkswagen,good,gas,2515
1463,34990,2016,gmc,good,gas,34425
1464,13400,2013,chevrolet,excellent,gas,85000
1465,16450,2012,ford,excellent,gas,215000
1466,4850,2014,ford,good,gas,119500
1467,5200,2006,cadillac,good,gas,96502
1468,12000,2010,cadillac,excellent,gas,172000
1469,3500,2005,lexus,good,gas,160000
1470,7100,2012,chevrolet,like new,gas,48149
1471,8600,2002,ford,excellent,gas,124000
1472,4750,1986,pontiac,good,gas,127000
1473,25995,2015,chevrolet,excellent,gas,169000
1474,2800,1997,ford,excellent,gas,217000
1475,2200,2006,nissan,good,gas,237000
1476,4995,2017,rover,like new,gas,52000
1477,2600,2008,gmc,fair,gas,127000
1478,3000,2008,chevrolet,good,gas,105000
1479,6495,2011,chevrolet,excellent,gas,163000
1480,7500,2007,nissan,excellent,gas,145014
1481,5495,2011,ford,excellent,gas,118000
1482,19990,2013,acura,good,gas,20539
1483,37590,2018,honda,good,gas,17745
1484,18900,2014,audi,excellent,gas,18000
1485,16990,2014,volkswagen,good,gas,71004
1486,2450,2004,buick,good,gas,159000
1487,11600,2016,bmw,excellent,gas,38000
1488,15950,2016,dodge,excellent,gas,57000
1489,23550,2019,dodge,excellent,gas,32000
1490,19990,2017,hyundai,good,hybrid,29254
1491,15990,2020,mitsubishi,good,gas,14668
1492,17590,2018,ford,good,gas,21294
1493,4495,2012,chevrolet,excellent,gas,170358
1494,3995,2008,chevrolet,excellent,gas,201073
1495,6495,2010,ford,excellent,gas,134831
1496,5495,2013,chevrolet,excellent,gas,124946
1497,3495,2008,pontiac,excellent,gas,141953
1498,30995,2017,gmc,excellent,gas,129754
1499,28995,2020,nissan,excellent,gas,7532
1500,27995,2018,ford,excellent,gas,87276
1501,24995,2019,dodge,like new,gas,17569
1502,23995,2019,dodge,like new,gas,26959
1503,36995,2016,ford,excellent,gas,88388
1504,23995,2019,dodge,like new,gas,25427
1505,36995,2016,chevrolet,excellent,gas,73788
1506,2000,2010,dodge,excellent,gas,166000
1507,17995,2017,buick,excellent,gas,79781
1508,30600,2019,ford,like new,gas,40600
1509,5995,2013,chevrolet,like new,gas,130000
1510,29800,2019,ford,excellent,gas,38700
1511,9995,2013,nissan,like new,gas,93000
1512,10995,2017,volkswagen,like new,gas,161000
1513,3700,2012,dodge,excellent,gas,140000
1514,40999,2016,gmc,excellent,gas,84746
1515,24990,2017,cadillac,like new,gas,40790
1516,14500,2019,chevrolet,like new,gas,28722
1517,20999,2017,chevrolet,like new,gas,33445
1518,6999,2014,kia,excellent,gas,124320
1519,30900,2020,chevrolet,like new,gas,31894
1520,26990,2015,audi,good,gas,45774
1521,15590,2016,chevrolet,good,gas,45387
1522,17500,2017,nissan,like new,gas,36148
1523,15990,2017,jeep,like new,gas,76997
1524,10900,2013,buick,excellent,gas,93853
1525,8999,2013,ford,excellent,gas,126365
1526,10400,2013,chevrolet,excellent,gas,105196
1527,21400,2017,subaru,excellent,gas,32860
1528,8200,2013,ford,excellent,hybrid,85827
1529,34999,2019,gmc,like new,gas,21554
1530,3995,2008,subaru,good,gas,224750
1531,21990,2017,gmc,like new,gas,41883
1532,15000,2016,lincoln,excellent,gas,97326
1533,13500,2015,chevrolet,excellent,gas,79477
1534,14500,2015,gmc,excellent,gas,79430
1535,3800,2013,chevrolet,excellent,hybrid,154000
1536,7500,2003,chevrolet,good,gas,110460
1537,3500,1999,chevrolet,good,gas,118000
1538,3800,2013,ford,excellent,gas,135000
1539,30590,2017,rover,good,gas,18342
1540,8900,2011,jeep,like new,gas,145601
1541,4500,2013,dodge,like new,gas,71540
1542,7800,2016,chevrolet,like new,gas,63642
1543,8900,2004,ford,good,gas,69000
1544,17900,2013,chevrolet,good,gas,121000
1545,13900,2010,ford,good,gas,91000
1546,6900,2000,ram,good,gas,149000
1547,4500,2011,buick,good,gas,173000
1548,8700,2013,dodge,excellent,gas,83000
1549,25999,2014,bmw,excellent,gas,81968
1550,2900,2003,pontiac,good,gas,141000
1551,25999,2015,dodge,excellent,gas,100662
1552,29999,2015,ram,excellent,gas,124087
1553,10900,2013,ford,excellent,gas,98349
1554,18499,2011,ram,excellent,gas,113230
1555,10900,2011,chevrolet,good,gas,206000
1556,18500,1986,ford,excellent,gas,33947
1557,14900,2011,ford,good,gas,149000
1558,8900,2012,cadillac,good,gas,130000
1559,5900,2002,ford,good,gas,154000
1560,3900,2009,jeep,good,gas,207000
1561,7900,2014,mazda,good,gas,138000
1562,3900,2013,chevrolet,excellent,gas,161000
1563,8900,2010,chevrolet,good,gas,204000
1564,3800,2004,ram,fair,gas,172000
1565,8900,2015,buick,good,gas,84000
1566,5900,2003,chevrolet,good,gas,224000
1567,11500,2017,gmc,excellent,gas,56387
1568,5000,2010,chevrolet,excellent,gas,100000
1569,14500,2016,cadillac,like new,gas,60000
1570,57000,2019,ford,like new,diesel,16000
1571,8500,2015,chevrolet,good,gas,70000
1572,7500,2010,nissan,like new,gas,117000
1573,5700,2009,ford,good,gas,92000
1574,3900,1995,cadillac,excellent,gas,116354
1575,3950,2011,chevrolet,excellent,gas,3950
1576,3800,2012,chevrolet,excellent,gas,163032
1577,8800,2009,acura,good,gas,142110
1578,3950,2007,lincoln,excellent,gas,162677
1579,2600,2001,lincoln,excellent,gas,147686
1580,3350,2005,honda,excellent,gas,177432
1581,2600,2002,buick,excellent,gas,181351
1582,4000,2015,dodge,good,gas,126000
1583,4000,2003,ford,good,gas,191000
1584,6900,2009,bmw,excellent,gas,119000
1585,32995,2013,ford,like new,gas,46980
1586,4900,2004,dodge,good,gas,225000
1587,4400,1994,ford,excellent,gas,126951
1588,13500,2019,dodge,like new,gas,48000
1589,4500,2005,bmw,excellent,gas,155000
1590,4000,2011,ford,good,gas,190000
1591,8200,2003,porsche,good,gas,121666
1592,5000,2011,subaru,good,gas,119711
1593,7500,2006,mercedes-benz,excellent,diesel,95000
1594,5350,2010,jeep,good,gas,108000
1595,6500,2010,toyota,good,gas,134000
1596,9000,2006,ford,good,diesel,160000
1597,6555,2011,ford,excellent,gas,199000
1598,4500,2003,toyota,good,gas,225000
1599,3000,2009,chevrolet,excellent,gas,168000
1600,8999,2011,lincoln,like new,gas,137565
1601,6499,2011,ford,excellent,gas,156712
1602,34995,2012,ram,good,diesel,169800
1603,39995,2014,chevrolet,good,diesel,117810
1604,46995,2017,gmc,good,diesel,189470
1605,39995,2014,ram,good,diesel,169500
1606,2950,1994,jeep,good,gas,95000
1607,11250,2008,subaru,excellent,gas,84000
1608,4400,2009,ford,excellent,gas,155231
1609,26000,1972,dodge,new,gas,95123
1610,34990,2012,toyota,good,gas,46817
1611,28990,2012,bmw,good,gas,70703
1612,3850,2008,pontiac,excellent,gas,136104
1613,28900,2013,jeep,new,gas,48000
1614,31590,2016,jeep,good,gas,33792
1615,15600,2013,ford,excellent,gas,108000
1616,23990,2017,ford,good,gas,20416
1617,6999,2012,dodge,excellent,gas,80835
1618,13500,2013,ford,good,gas,102500
1619,30990,2019,subaru,good,gas,11113
1620,2000,2002,chevrolet,good,gas,247000
1621,12000,2006,jeep,excellent,gas,108446
1622,8450,2010,mazda,excellent,gas,142500
1623,31590,2017,jeep,good,gas,30577
1624,28800,2019,ford,excellent,gas,15000
1625,11000,2011,cadillac,excellent,gas,99000
1626,27990,2012,toyota,good,gas,67245
1627,6900,2011,dodge,excellent,gas,129000
1628,9250,2014,jeep,excellent,gas,130191
1629,16500,2014,audi,excellent,gas,91964
1630,8750,2013,ford,excellent,gas,148110
1631,6500,2012,ford,fair,gas,194000
1632,16590,2015,toyota,good,gas,83118
1633,5695,2010,ford,good,gas,155274
1634,2750,2004,honda,excellent,gas,92760
1635,31800,2019,ford,excellent,gas,35800
1636,31995,2014,jeep,excellent,gas,86023
1637,10800,2015,honda,like new,gas,46256
1638,8700,2016,dodge,like new,gas,77250
1639,39000,2011,cadillac,like new,gas,36400
1640,3250,2011,chevrolet,good,gas,166000
1641,7995,2008,ford,good,gas,109901
1642,24990,2017,kia,good,gas,38995
1643,6500,2000,lexus,good,gas,247900
1644,5000,2006,ford,excellent,gas,128000
1645,45000,2018,audi,like new,gas,25177
1646,62000,2018,porsche,like new,gas,29990
1647,26990,2017,audi,good,gas,40992
1648,4500,2005,audi,like new,gas,11123
1649,15990,2010,acura,good,gas,88542
1650,6995,2021,chevrolet,like new,gas,14000
1651,2750,2008,chevrolet,good,gas,114000
1652,3995,2019,gmc,like new,gas,60000
1653,11495,2013,gmc,like new,gas,132850
1654,9495,2013,chevrolet,like new,gas,112297
1655,14495,2016,jeep,like new,gas,103662
1656,17995,2014,dodge,excellent,gas,86516
1657,10995,2012,chevrolet,excellent,gas,132698
1658,11995,2015,volkswagen,like new,diesel,125000
1659,4999,2009,kia,good,gas,26763
1660,15995,2018,hyundai,excellent,gas,42054
1661,23590,2018,toyota,good,hybrid,80000
1662,20995,2018,jeep,excellent,gas,43673
1663,5000,2015,ford,excellent,gas,92139
1664,26995,2015,jeep,excellent,gas,34145
1665,18500,2018,jeep,excellent,gas,81900
1666,5300,1998,chevrolet,excellent,gas,204000
1667,18995,2013,jeep,good,gas,119896
1668,48600,2015,ford,excellent,diesel,75600
1669,9999,2016,kia,good,gas,46296
1670,30990,2017,dodge,good,gas,38399
1671,7900,2010,ford,good,gas,175000
1672,8999,2010,ford,good,gas,141491
1673,7900,2014,chevrolet,excellent,gas,85000
1674,33590,2016,lexus,good,gas,55383
1675,35590,2016,lexus,good,gas,56295
1676,13800,2008,ford,excellent,gas,137700
1677,35990,2020,cadillac,good,gas,14215
1678,6500,2010,toyota,excellent,gas,159000
1679,5800,2011,chevrolet,fair,gas,220000
1680,4500,2010,ford,excellent,gas,108000
1681,4500,2007,toyota,excellent,gas,144000
1682,2500,2008,gmc,excellent,gas,163000
1683,15995,2015,toyota,like new,gas,87000
1684,5500,2014,hyundai,excellent,gas,97000
1685,6700,2010,lincoln,good,gas,145819
1686,20900,2011,ford,good,gas,142000
1687,10995,2011,chevrolet,excellent,hybrid,172000
1688,22900,2013,ford,good,diesel,177000
1689,12900,2007,cadillac,excellent,gas,142118
1690,14900,2011,chevrolet,excellent,gas,108441
1691,27999,2018,ford,excellent,gas,37363
1692,12499,2015,jeep,excellent,gas,76582
1693,11499,2014,nissan,excellent,gas,81177
1694,3999,2007,saturn,excellent,gas,111100
1695,34990,2020,cadillac,good,diesel,4174
1696,26990,2017,infiniti,good,gas,40022
1697,2400,2000,pontiac,fair,gas,103692
1698,11000,1986,chevrolet,excellent,gas,110000
1699,3395,2007,chrysler,good,gas,125000
1700,2995,2005,hyundai,excellent,gas,99000
1701,3995,2006,chrysler,excellent,gas,130000
1702,3395,2004,chrysler,like new,gas,44000
1703,2595,2002,jeep,good,gas,160000
1704,3450,2014,nissan,good,gas,109000
1705,12900,2015,cadillac,good,gas,86000
1706,12500,2011,bmw,excellent,gas,127000
1707,18700,2014,bmw,like new,gas,95241
1708,5500,2009,chevrolet,excellent,gas,143000
1709,15990,2013,mini,good,gas,36382
1710,25590,2013,bmw,good,gas,47762
1711,24990,2017,fiat,good,gas,30075
1712,16590,2012,acura,good,gas,71294
1713,32900,2017,dodge,excellent,gas,34014
1714,20500,2015,infiniti,like new,gas,39200
1715,12000,1989,ford,good,gas,153114
1716,7595,2013,subaru,good,gas,91000
1717,9250,2017,chevrolet,excellent,gas,60000
1718,4300,2006,ford,good,gas,180000
1719,17900,2013,gmc,excellent,gas,115000
1720,4100,2009,ford,good,gas,196000
1721,12000,2016,kia,like new,gas,64000
1722,34500,2019,ford,like new,gas,8500
1723,4400,2009,ford,good,gas,183000
1724,19000,2003,chevrolet,fair,diesel,110700
1725,18000,2011,chevrolet,excellent,gas,100000
1726,79500,2020,rover,excellent,gas,13900
1727,4500,2012,hyundai,excellent,gas,147000
1728,19000,2019,mitsubishi,like new,gas,22301
1729,28590,2019,honda,good,gas,17043
1730,32990,2014,bmw,good,gas,40405
1731,21990,2018,toyota,good,hybrid,37604
1732,38990,2020,toyota,good,hybrid,6751
1733,28990,2014,lexus,good,diesel,72772
1734,37990,2020,jeep,good,gas,22244
1735,22990,2020,honda,good,hybrid,28975
1736,20990,2016,toyota,good,gas,41070
1737,31590,2017,bmw,good,gas,34455
1738,34990,2019,ram,good,gas,34139
1739,29990,2018,toyota,good,gas,14520
1740,19990,2019,mitsubishi,good,gas,35313
1741,27990,2017,lexus,good,gas,19215
1742,27990,2016,honda,good,gas,27085
1743,21990,2017,honda,good,gas,33449
1744,22990,2017,chrysler,good,gas,19687
1745,28590,2019,mazda,good,gas,16731
1746,31990,2019,lexus,good,gas,26177
1747,6500,2010,mercedes-benz,excellent,gas,165000
1748,4495,2007,pontiac,excellent,gas,117928
1749,4200,2010,honda,good,gas,90850
1750,3500,2006,chevrolet,good,gas,100000
1751,3900,2003,mercedes-benz,good,gas,173000
1752,6250,2012,ford,excellent,gas,92228
1753,9750,2011,jeep,excellent,gas,89925
1754,15000,2010,chevrolet,excellent,gas,152330
1755,7000,2010,jeep,excellent,gas,135013
1756,9500,2008,jeep,excellent,gas,151447
1757,28800,2017,ford,excellent,gas,44800
1758,4495,2013,ford,excellent,gas,158918
1759,24100,2018,lincoln,like new,gas,18534
1760,5400,2006,jeep,good,gas,125000
1761,10995,2014,lincoln,good,gas,123940
1762,3700,2008,toyota,excellent,hybrid,177577
1763,3000,2004,chrysler,good,gas,100000
1764,17995,2017,mazda,excellent,gas,53868
1765,14500,2015,cadillac,good,gas,80000
1766,15999,2018,subaru,excellent,gas,90466
