id,price,year,manufacturer,condition,fuel,odometer
2410,3995,2004,chevrolet,good,gas,130600
2411,9800,2006,ram,good,gas,153000
2412,4500,2002,ford,good,gas,226800
2413,6400,2006,toyota,good,gas,230100
2414,11995,2017,chevrolet,excellent,gas,67243
2415,6000,2012,ford,good,gas,126000
2416,5650,2000,gmc,excellent,gas,215487
2417,8950,2005,ford,excellent,gas,150356
2418,7950,2003,chevrolet,excellent,gas,153221
2419,9450,2010,ram,excellent,gas,217179
2420,15900,2013,subaru,excellent,gas,69185
2421,6600,2001,bmw,good,gas,160000
2422,5500,2003,bmw,good,gas,170000
2423,14999,2002,jeep,excellent,gas,87700
2424,20900,2018,toyota,excellent,gas,64000
2425,12900,2014,chevrolet,excellent,hybrid,110000
2426,21900,2017,hyundai,excellent,gas,70000
2427,13900,2013,honda,excellent,gas,89600
2428,6300,2008,chevrolet,excellent,gas,101028
2429,8950,1997,gmc,excellent,gas,114950
2430,5488,2004,buick,excellent,gas,129000
2431,2300,1998,ford,good,gas,137832
2432,2000,2004,ford,fair,gas,1234
2433,7200,2009,ford,good,gas,229545
2434,7800,2010,honda,excellent,gas,148916
2435,10800,2018,dodge,excellent,gas,100740
2436,12800,2012,honda,excellent,gas,134025
2437,4700,2013,chevrolet,good,gas,159000
2438,3950,2005,bmw,good,gas,120000
2439,15995,2016,mazda,excellent,gas,73058
2440,6700,2009,chevrolet,like new,gas,62000
2441,5800,2009,saturn,good,gas,193000
2442,5000,2008,honda,good,gas,199115
2443,7995,2012,jeep,good,gas,135800
2444,23995,2019,chevrolet,excellent,gas,100334
2445,3800,2001,gmc,good,gas,178000
2446,26995,2019,jeep,excellent,gas,31524
2447,51945,2019,chevrolet,excellent,gas,7061
2448,21945,2018,ford,excellent,gas,91666
2449,10965,2016,ford,excellent,gas,156925
2450,4395,2008,chevrolet,good,gas,185300
2451,14500,2015,ford,excellent,gas,156000
2452,5900,2003,honda,good,gas,174000
2453,34600,2019,ford,excellent,gas,29500
2454,29000,2013,toyota,excellent,gas,102000
2455,10995,2013,ford,excellent,gas,101000
2456,5498,2007,chevrolet,like new,gas,186683
2457,24000,2018,subaru,excellent,gas,46000
2458,18950,2011,toyota,excellent,gas,159000
2459,14500,2010,ford,excellent,gas,72000
2460,11950,2016,dodge,excellent,gas,88000
2461,4900,2008,honda,excellent,gas,173000
2462,29900,2018,jeep,excellent,gas,35700
2463,8495,2013,subaru,good,gas,120145
2464,9495,2012,chevrolet,good,gas,120498
2465,10200,2010,honda,excellent,gas,95000
2466,9500,2008,jeep,good,gas,100000
2467,2500,2005,saturn,fair,gas,221000
2468,19000,2013,buick,excellent,gas,74000
2469,39995,2014,gmc,excellent,diesel,181089
2470,37995,2019,jaguar,excellent,gas,30961
2471,33765,2016,ford,excellent,gas,140814
2472,28955,2018,mercedes-benz,excellent,gas,59184
2473,39900,2018,ford,excellent,gas,79000
2474,8750,2011,chevrolet,excellent,gas,74000
2475,14200,2011,ram,good,gas,160193
2476,12999,2013,jeep,excellent,gas,159900
2477,6800,2006,subaru,like new,gas,121000
2478,8900,2010,subaru,like new,gas,173000
2479,8900,2013,mini,like new,gas,144000
2480,15900,2014,buick,excellent,gas,94700
2481,6999,1999,mazda,excellent,gas,135000
2482,3400,2001,ford,fair,gas,179522
2483,7000,2008,honda,like new,gas,203697
2484,3495,2006,ford,good,gas,206780
2485,13900,2014,ford,like new,gas,73642
2486,4500,2007,pontiac,excellent,gas,172575
2487,36500,2018,mercedes-benz,like new,gas,9100
2488,33590,2019,ford,good,gas,33424
2489,4500,1994,dodge,good,gas,140000
2490,9800,2009,toyota,good,gas,171402
2491,10800,2014,subaru,good,gas,118202
2492,8900,2011,subaru,good,gas,126311
2493,9400,2009,subaru,good,gas,108434
2494,6800,2006,subaru,good,gas,121650
2495,6450,2016,ford,excellent,gas,240000
2496,8900,2009,rover,good,gas,103769
2497,9600,2008,volvo,excellent,gas,87450
2498,12999,2004,chevrolet,excellent,gas,172500
2499,15000,1973,chevrolet,good,gas,88511
2500,24500,2015,mercedes-benz,like new,gas,47123
2501,7900,2010,hyundai,excellent,gas,89236
2502,33000,2016,ram,good,gas,83000
2503,2400,1997,ford,good,gas,176000
2504,6800,2010,audi,good,gas,105700
2505,12000,1998,ford,excellent,gas,131400
2506,27999,2007,toyota,like new,gas,22500
2507,25999,2014,chevrolet,like new,gas,89500
2508,17999,2008,chevrolet,like new,gas,117000
2509,24999,2012,chevrolet,like new,gas,113000
2510,30600,2019,ford,excellent,gas,43500
2511,30990,2019,honda,good,gas,13652
2512,35590,2017,volkswagen,good,gas,14048
2513,18990,2018,ford,good,gas,16976
2514,4995,2010,chrysler,like new,gas,170000
2515,5994,2004,hyundai,excellent,gas,180684
2516,37986,2017,gmc,excellent,gas,124556
2517,18986,2014,jeep,excellent,gas,112722
2518,3993,2001,chrysler,excellent,gas,168123
2519,27987,2017,honda,excellent,gas,93480
2520,9800,2011,honda,like new,gas,131048
2521,16800,2007,gmc,excellent,gas,98000
2522,16900,2018,jeep,good,gas,49976
2523,16900,2016,kia,good,gas,77242
2524,15900,2017,ford,good,gas,104039
2525,5995,2011,chevrolet,good,gas,153124
2526,35900,2015,cadillac,good,gas,109369
2527,16900,2015,acura,good,gas,102900
2528,14900,2015,jeep,good,gas,135451
2529,15900,2017,chevrolet,good,gas,98425
2530,17900,2013,ford,good,gas,129285
2531,18900,2016,audi,good,gas,98315
2532,13900,2015,nissan,good,gas,52735
2533,16900,2010,gmc,good,gas,125138
2534,10900,2013,lincoln,good,gas,147796
2535,16900,2010,cadillac,good,gas,127694
2536,12900,2015,ford,good,gas,129628
2537,21900,2002,chevrolet,good,gas,120200
2538,22900,2014,mercedes-benz,good,gas,145178
2539,12900,2013,honda,good,gas,163009
2540,13900,2013,dodge,good,gas,94505
2541,10900,2009,acura,good,gas,118950
2542,5995,2008,chevrolet,good,gas,122603
2543,6900,2010,chevrolet,good,gas,102219
2544,20900,2019,honda,good,gas,41907
2545,6500,2009,pontiac,good,gas,119269
2546,9995,2000,jeep,good,gas,135753
2547,7995,2008,honda,good,gas,120884
2548,9995,1992,chevrolet,good,gas,181235
2549,9750,2011,bmw,excellent,gas,117000
2550,6500,2014,chevrolet,good,gas,150538
2551,6000,2011,toyota,good,gas,156000
2552,17500,2014,chevrolet,excellent,gas,102000
2553,13500,2012,gmc,excellent,gas,54000
2554,13495,2016,toyota,good,gas,109213
2555,30800,2020,jeep,excellent,gas,24000
2556,13495,2015,mazda,good,gas,140373
2557,8495,2012,hyundai,good,gas,163535
2558,64800,2018,ford,excellent,diesel,17900
2559,15500,2007,jeep,excellent,gas,139000
2560,11500,2010,ram,excellent,gas,126200
2561,4995,2010,chevrolet,good,gas,161000
2562,4995,2009,chevrolet,excellent,gas,148000
2563,6995,2009,ram,good,gas,226900
2564,8500,2011,chevrolet,excellent,gas,72000
2565,2000,2009,chevrolet,good,gas,175000
2566,7900,2014,chevrolet,good,gas,99000
2567,27955,2014,cadillac,excellent,gas,105041
2568,14895,2012,audi,excellent,gas,136381
2569,33995,2018,toyota,excellent,gas,122390
2570,11995,2017,chevrolet,excellent,gas,86583
2571,15999,2015,jeep,excellent,gas,74010
2572,10000,2009,ford,good,gas,172500
2573,5500,2007,honda,good,gas,148000
2574,4650,2011,chevrolet,excellent,gas,130000
2575,6500,2010,chevrolet,excellent,gas,130000
2576,6700,2010,buick,excellent,gas,113000
2577,11500,1988,chevrolet,excellent,gas,95637
2578,8950,2012,honda,excellent,gas,106010
2579,6800,2011,toyota,excellent,hybrid,150000
2580,8900,2013,chrysler,excellent,gas,77000
2581,19775,2013,ford,excellent,gas,96722
2582,8000,2014,chevrolet,good,gas,91000
2583,6800,2009,chevrolet,good,gas,99500
2584,17000,2009,ford,excellent,gas,105996
2585,11961,2011,cadillac,like new,gas,100243
2586,12900,2006,ford,excellent,gas,66400
2587,32999,2017,gmc,like new,gas,160766
2588,28675,2017,ford,like new,gas,122366
2589,23995,2017,chevrolet,like new,gas,51259
2590,27575,2016,ford,like new,gas,22601
2591,15995,2016,chevrolet,like new,gas,111154
2592,29995,2015,ram,excellent,gas,45077
2593,10975,2014,ford,excellent,gas,106362
2594,26895,2016,rover,excellent,gas,102137
2595,36955,2015,dodge,excellent,gas,47681
2596,30995,2016,ford,like new,gas,111967
2597,17995,2015,subaru,like new,gas,91728
2598,10895,2015,chevrolet,like new,gas,85202
2599,22995,2012,jeep,like new,gas,95904
2600,12999,2012,bmw,excellent,gas,124000
2601,25000,2015,jeep,like new,gas,87000
2602,19500,2012,bmw,excellent,gas,85000
2603,17999,2007,jeep,good,gas,138000
2604,48600,2014,ford,excellent,diesel,75600
2605,6500,2010,mini,like new,gas,96500
2606,28590,2018,jeep,good,gas,22898
2607,10500,2014,buick,excellent,gas,109027
2608,33990,2017,jeep,good,gas,36171
2609,38990,2019,toyota,good,gas,20513
2610,4995,2009,mini,good,gas,169150
2611,6500,2007,honda,excellent,gas,118000
2612,10500,2010,ford,excellent,gas,98000
2613,18900,2008,toyota,excellent,gas,120000
2614,19999,2015,ford,good,gas,93634
2615,13999,2011,toyota,good,gas,160079
2616,39999,2014,ram,good,gas,127327
2617,12999,2016,ford,good,gas,128559
2618,36999,2016,ford,good,gas,141732
2619,37999,2013,gmc,good,gas,140685
2620,25495,2015,ford,good,gas,121293
2621,17999,2012,gmc,good,gas,141095
2622,45999,2014,gmc,good,gas,163687
2623,9500,2006,chevrolet,good,gas,220994
2624,12000,2005,chevrolet,good,gas,191450
2625,6600,2006,honda,good,gas,168000
2626,10500,2012,jeep,excellent,gas,111500
2627,20300,2015,lexus,excellent,gas,53000
2628,12600,2012,ford,excellent,gas,148000
2629,34990,2020,cadillac,good,gas,14867
2630,19100,2013,gmc,good,gas,111000
2631,29865,1986,chevrolet,excellent,gas,30885
2632,31865,2017,gmc,excellent,gas,91829
2633,20955,2010,jeep,excellent,gas,99289
2634,9500,2006,ram,good,gas,95000
2635,22950,2012,bmw,excellent,gas,92300
2636,8500,2010,honda,excellent,gas,168900
2637,11500,2005,lexus,good,gas,174000
2638,7000,2011,subaru,good,gas,137158
2639,7900,2010,subaru,excellent,gas,165948
2640,6000,1987,ford,excellent,gas,10000
2641,27493,2018,buick,excellent,gas,47510
2642,5300,2002,bmw,good,gas,176000
2643,13993,2013,chevrolet,excellent,gas,76471
2644,20993,2019,buick,like new,gas,40550
2645,10200,2013,buick,excellent,gas,112000
2646,25990,2019,chevrolet,good,gas,30739
2647,13900,2015,buick,excellent,gas,49000
2648,10950,2011,gmc,excellent,gas,78000
2649,19499,2017,honda,like new,gas,68663
2650,16500,2012,ford,excellent,gas,151000
2651,16995,2015,gmc,like new,gas,120548
2652,34495,2017,chevrolet,like new,gas,79190
2653,14997,2014,ford,excellent,gas,90638
2654,13497,2014,dodge,excellent,gas,87580
2655,7495,2012,chevrolet,good,gas,119120
2656,28579,2018,ford,like new,gas,64830
2657,12995,2016,ford,like new,gas,162252
2658,16995,2016,subaru,like new,gas,118705
2659,19995,2015,ford,like new,gas,94120
2660,25995,2015,ram,like new,gas,106085
2661,33995,2016,ram,like new,gas,140481
2662,14120,2014,mini,like new,gas,84679
2663,22675,2011,jeep,excellent,gas,90402
2664,20875,2018,jeep,excellent,gas,29926
2665,14875,2014,jeep,excellent,gas,74095
2666,19875,2018,honda,excellent,gas,95383
2667,24675,2014,gmc,excellent,gas,153934
2668,49000,2017,porsche,like new,gas,36100
2669,8000,1981,chevrolet,good,gas,1234
2670,3995,2012,subaru,excellent,gas,230347
2671,2500,2007,dodge,fair,gas,208000
2672,6795,2010,chrysler,good,gas,124803
2673,5495,2008,saturn,good,gas,54673
2674,5795,2007,honda,good,gas,117230
2675,14450,2018,chevrolet,like new,gas,25000
2676,14875,2013,ford,excellent,gas,137383
2677,9997,2004,chevrolet,excellent,gas,87048
2678,3995,2003,toyota,good,gas,205924
2679,24900,2019,subaru,like new,gas,22895
2680,23455,2016,ford,excellent,gas,142015
2681,9995,2009,subaru,excellent,gas,140613
2682,22222,2016,volvo,excellent,gas,100000
2683,7000,2007,mazda,good,gas,163000
2684,13900,2014,gmc,good,gas,13900
2685,7500,2003,lexus,excellent,gas,226000
2686,11495,2011,ford,good,gas,155009
2687,11495,2016,dodge,good,gas,130004
2688,6495,2011,dodge,good,gas,170700
2689,5995,2012,chrysler,excellent,gas,120600
2690,4995,2010,ford,good,gas,154700
2691,11995,2016,dodge,excellent,gas,98800
2692,15495,2017,ford,good,gas,67561
2693,10995,2016,ford,good,gas,119536
2694,15995,2014,chevrolet,good,gas,78555
2695,13995,2014,jeep,good,gas,113246
2696,19995,2017,subaru,good,gas,81660
2697,13995,2014,acura,good,gas,114669
2698,36595,2020,ford,excellent,gas,37407
2699,27865,2014,ram,excellent,gas,134154
2700,9500,2004,jeep,excellent,gas,168250
2701,6900,2012,ford,excellent,gas,139000
2702,21457,2017,mini,excellent,gas,61227
2703,14200,2012,ford,excellent,gas,174500
2704,25100,2016,ram,excellent,gas,80500
2705,4000,2008,volkswagen,excellent,gas,201000
2706,7900,2013,chevrolet,good,gas,191352
2707,14900,2015,subaru,excellent,gas,81275
2708,9995,2013,cadillac,excellent,gas,141459
2709,10298,2016,chevrolet,like new,gas,124177
2710,9800,2009,toyota,like new,gas,171398
2711,10000,1998,chevrolet,excellent,gas,170000
2712,8997,1995,jeep,fair,gas,145329
2713,4500,2009,toyota,excellent,gas,160000
2714,12995,2012,audi,excellent,gas,102000
2715,12500,2011,honda,excellent,gas,129000
2716,10500,2011,bmw,excellent,gas,100736
2717,24989,2014,ram,like new,gas,153000
2718,9200,2003,bmw,excellent,gas,71589
2719,12995,2016,ford,excellent,gas,162000
2720,23995,2018,dodge,like new,gas,49000
2721,18589,2017,chevrolet,like new,gas,86000
2722,11599,2019,chevrolet,like new,gas,26000
2723,20995,2012,toyota,excellent,gas,171000
2724,3495,2009,subaru,good,gas,237000
2725,11995,2014,subaru,good,gas,111000
2726,11950,2012,ford,excellent,gas,116000
2727,23995,2019,subaru,excellent,gas,69000
2728,16995,2015,jeep,excellent,gas,101000
2729,17995,2013,ford,excellent,gas,88000
2730,15995,2018,subaru,excellent,gas,94000
2731,6995,2011,toyota,excellent,hybrid,183000
2732,32995,2018,cadillac,like new,gas,25000
2733,56995,2020,ford,like new,gas,3000
2734,18000,2012,audi,like new,diesel,97000
2735,9950,2011,chevrolet,excellent,gas,127000
2736,26900,2013,jeep,excellent,gas,81000
2737,5950,2008,chevrolet,excellent,gas,120000
2738,4500,2010,chrysler,good,gas,176555
2739,2500,1987,chevrolet,good,gas,123456
2740,3999,2002,chevrolet,good,gas,219874
2741,13950,2016,buick,excellent,gas,42000
2742,7995,2014,ford,good,gas,77800
2743,11900,2015,chrysler,excellent,gas,11700
2744,34990,2018,bmw,good,gas,39650
2745,31590,2018,acura,good,gas,19567
2746,24865,2019,ford,excellent,gas,17353
2747,29755,2017,cadillac,excellent,gas,47366
2748,34655,2017,bmw,excellent,gas,25044
2749,20965,2013,lexus,excellent,gas,93083
2750,9850,2016,nissan,excellent,gas,110000
2751,18800,2015,honda,like new,gas,72600
2752,22000,2018,jeep,like new,gas,129000
2753,12997,2011,toyota,excellent,gas,110210
2754,25000,2016,gmc,good,gas,60500
2755,3800,2006,audi,salvage,gas,115000
2756,20600,2015,audi,excellent,gas,38000
2757,9000,2012,infiniti,excellent,gas,162000
2758,9000,2015,chevrolet,excellent,gas,134000
2759,3000,2002,chevrolet,fair,gas,244000
2760,23500,2012,dodge,excellent,gas,61400
2761,6000,2008,nissan,excellent,gas,149867
2762,6900,2006,chevrolet,like new,gas,113000
2763,5900,2009,saturn,excellent,gas,93000
2764,27000,2017,gmc,excellent,gas,72000
2765,11000,2014,bmw,good,gas,59000
2766,14900,2016,hyundai,excellent,gas,77500
2767,25300,2014,toyota,excellent,gas,111000
2768,11499,2012,dodge,good,gas,141549
2769,11495,2014,subaru,good,gas,140788
2770,21995,2016,ram,excellent,gas,129800
2771,6999,2010,buick,good,gas,81619
2772,10995,2014,dodge,excellent,gas,97700
2773,5700,2008,pontiac,excellent,gas,131699
2774,12999,2016,buick,like new,gas,56000
2775,4900,2009,dodge,good,gas,165000
2776,16875,2015,ford,excellent,gas,132491
2777,34955,2019,toyota,excellent,gas,64753
2778,34995,2019,bmw,excellent,gas,36425
2779,41995,2018,gmc,excellent,gas,118021
2780,13455,2017,ford,excellent,gas,134160
2781,59900,2019,ford,like new,diesel,38160
2782,9400,2012,dodge,excellent,gas,127000
2783,24375,2017,dodge,excellent,gas,69062
2784,10900,2013,gmc,excellent,gas,101000
2785,6850,2013,ford,excellent,hybrid,120150
2786,12950,2013,honda,excellent,gas,120000
2787,25375,2019,chrysler,excellent,gas,57967
2788,31900,2018,ford,excellent,gas,69000
2789,17500,2009,toyota,excellent,gas,144000
2790,29600,2014,toyota,excellent,gas,116000
2791,8950,2011,chevrolet,excellent,gas,107000
2792,19675,2012,chevrolet,excellent,gas,143942
2793,13300,2013,ford,excellent,gas,95000
2794,24400,2014,ram,excellent,gas,105000
2795,28675,2018,acura,excellent,gas,24056
2796,6173,2014,chrysler,like new,gas,133791
2797,8500,2006,toyota,good,gas,150000
2798,12995,2014,subaru,excellent,gas,114000
2799,14800,2015,ram,excellent,gas,146762
2800,14400,2014,infiniti,excellent,gas,88000
2801,7491,2012,chrysler,like new,gas,96031
2802,8200,2007,ford,good,gas,227000
2803,6497,2013,ford,like new,gas,145050
2804,6500,2007,ford,excellent,gas,135446
2805,22990,2013,bmw,good,gas,47398
2806,23750,2018,jeep,excellent,gas,56000
2807,12295,2015,ford,like new,gas,136919
2808,8904,2014,jeep,like new,gas,129578
2809,9673,2017,hyundai,like new,gas,114466
2810,8696,2013,ford,like new,gas,152972
2811,4191,2005,toyota,like new,gas,225332
2812,8398,2012,jeep,like new,gas,158266
2813,6298,2011,ford,like new,gas,183026
2814,23395,2013,toyota,like new,gas,128606
2815,19698,2013,chevrolet,like new,gas,172397
2816,12998,2010,ford,like new,gas,222416
2817,5998,2009,chevrolet,like new,gas,142777
2818,16536,2013,ford,like new,gas,156917
2819,4997,2011,chevrolet,like new,gas,168894
2820,8795,2011,nissan,like new,gas,97821
2821,9495,2010,mercedes-benz,like new,gas,110413
2822,7316,2006,ford,like new,gas,238438
2823,12800,2007,cadillac,good,gas,109000
2824,50985,2018,lincoln,excellent,gas,100011
2825,35995,2016,gmc,excellent,gas,112229
2826,34965,2017,chevrolet,excellent,gas,112831
2827,6300,1984,chevrolet,good,gas,142000
2828,5450,1999,cadillac,excellent,gas,82000
2829,3499,2008,volkswagen,good,gas,169340
2830,5800,2006,mazda,good,gas,164900
2831,3500,1999,chevrolet,good,gas,207000
2832,35000,1991,chevrolet,like new,gas,40036
2833,7725,2005,nissan,excellent,gas,160200
2834,35995,2016,toyota,excellent,gas,58886
2835,23765,2016,chrysler,excellent,gas,33000
2836,8965,2005,chrysler,excellent,gas,103776
2837,15000,2008,gmc,good,gas,175000
2838,6500,2007,jeep,excellent,gas,137667
2839,15800,2010,chevrolet,excellent,gas,141928
2840,9000,2010,chevrolet,excellent,gas,85793
2841,15900,2013,honda,good,gas,66940
2842,4998,2002,jeep,like new,gas,123779
2843,5793,2008,jeep,like new,gas,248851
2844,23850,2017,bmw,excellent,gas,59800
2845,43850,2016,mercedes-benz,excellent,gas,60700
2846,27850,2017,bmw,excellent,gas,53450
2847,34850,2018,bmw,excellent,gas,48000
2848,26350,2017,bmw,excellent,gas,61250
2849,23850,2016,audi,excellent,gas,29500
2850,34850,2017,audi,excellent,gas,47950
2851,26350,2017,ford,excellent,gas,54600
2852,47850,2017,bmw,excellent,gas,26300
2853,40850,2019,dodge,excellent,gas,31750
2854,20850,2013,lexus,excellent,gas,85750
2855,29850,2013,jeep,excellent,gas,39800
2856,26850,2016,bmw,excellent,gas,61500
2857,30850,2017,cadillac,excellent,gas,44550
2858,28350,2014,jeep,excellent,gas,77650
2859,35850,2017,ford,excellent,gas,36200
2860,49850,2016,rover,excellent,gas,56650
2861,5999,2010,ford,good,gas,109364
2862,28865,2017,chevrolet,excellent,gas,125663
2863,41995,2018,ram,excellent,gas,98584
2864,42645,2017,chevrolet,excellent,gas,35235
2865,4499,2005,honda,good,gas,204958
2866,6497,2010,chevrolet,good,gas,112079
2867,7500,2012,subaru,good,gas,163067
2868,37990,2019,tesla,good,electric,22544
2869,5900,2006,ford,good,diesel,219000
2870,36990,2018,chevrolet,good,gas,17466
2871,39590,2020,dodge,good,gas,16388
2872,17990,2014,volkswagen,good,diesel,31374
2873,32375,2017,jeep,like new,gas,40304
2874,8049,2011,subaru,excellent,gas,125120
2875,17495,2018,chevrolet,like new,gas,23690
2876,16995,2015,chevrolet,like new,gas,81607
2877,18899,2017,kia,like new,gas,39335
2878,7500,2011,hyundai,good,gas,90000
2879,10795,2013,nissan,like new,gas,121966
2880,11995,2013,nissan,like new,gas,103208
2881,18729,2010,jeep,like new,gas,124957
2882,20995,2018,kia,like new,gas,40876
2883,27443,2018,toyota,like new,gas,81989
2884,25995,2017,ford,like new,gas,23086
2885,5995,2013,chrysler,excellent,gas,132000
2886,4395,2009,hyundai,good,gas,128200
2887,14995,2014,chevrolet,excellent,gas,137379
2888,44995,2018,dodge,excellent,gas,7101
2889,46995,2017,gmc,excellent,gas,48118
2890,19675,2016,jeep,excellent,gas,134896
2891,66900,2018,gmc,excellent,diesel,48000
2892,2000,1987,ford,fair,gas,161000
2893,11000,2014,nissan,excellent,gas,182000
2894,9300,2012,jeep,excellent,gas,100000
2895,10500,2015,chevrolet,good,gas,50000
2896,6999,2006,nissan,fair,gas,137213
2897,3000,2006,pontiac,good,gas,191000
2898,29900,2017,cadillac,good,gas,40000
2899,35800,2016,bmw,excellent,gas,67000
2900,10000,1997,jeep,good,gas,84000
2901,32990,2015,ford,good,gas,65329
2902,7900,2007,subaru,good,gas,128601
2903,12500,2009,gmc,good,gas,179500
2904,6495,2011,honda,excellent,gas,164000
2905,4695,2009,chevrolet,good,gas,182700
2906,5495,2011,chevrolet,good,gas,174400
2907,4995,2012,chevrolet,good,gas,181000
2908,6200,2015,mitsubishi,good,gas,85657
2909,33990,2018,gmc,good,gas,24299
2910,29990,2019,ford,good,gas,13628
2911,8900,2011,subaru,good,gas,152840
2912,8900,2010,subaru,good,gas,149883
2913,17999,2011,chevrolet,excellent,gas,205758
2914,8900,2009,subaru,good,gas,173755
2915,9849,2011,lincoln,excellent,gas,153000
2916,15000,2011,gmc,good,gas,88000
2917,16995,2019,chevrolet,excellent,gas,105738
2918,25000,2014,chevrolet,excellent,gas,78390
2919,54000,2016,mercedes-benz,excellent,diesel,130000
2920,8500,1979,ford,good,gas,98000
2921,18500,2014,chevrolet,good,gas,172900
2922,6495,2007,chrysler,good,gas,168256
2923,13995,2015,ford,good,gas,133202
2924,14300,2016,volkswagen,excellent,gas,40550
2925,38795,2016,ford,excellent,gas,44624
2926,37995,2017,rover,excellent,gas,60792
2927,20965,2017,gmc,excellent,gas,93870
2928,51965,2017,chevrolet,excellent,gas,106192
2929,4295,2008,chevrolet,good,gas,135202
2930,5995,2006,ford,good,gas,70620
2931,3500,2000,jaguar,fair,gas,81567
2932,12495,2013,ford,good,gas,114165
2933,11895,2018,ford,excellent,gas,94197
2934,7995,2013,subaru,good,gas,153288
2935,12795,2016,ford,good,gas,106035
2936,36990,2018,ram,good,gas,27716
2937,38590,2011,chevrolet,good,gas,30237
2938,32590,2009,chevrolet,good,gas,20420
2939,3500,1998,chevrolet,good,gas,216100
2940,2000,2007,chevrolet,fair,gas,170622
2941,18500,2010,ford,good,gas,61000
2942,19800,2014,jeep,excellent,gas,111000
2943,9997,2011,buick,excellent,gas,81142
2944,9700,2011,ford,excellent,gas,144000
2945,13950,2013,ford,excellent,gas,92000
2946,9495,2015,chevrolet,good,gas,108851
2947,27495,2017,dodge,good,gas,59625
2948,24495,2019,subaru,good,gas,72239
2949,12495,2020,mitsubishi,like new,gas,1428
2950,9750,2010,toyota,excellent,hybrid,169000
2951,18750,2017,toyota,excellent,hybrid,18806
2952,5650,2003,lexus,excellent,gas,156253
2953,7950,2009,subaru,excellent,gas,134226
2954,4950,2005,honda,excellent,gas,157176
2955,7950,2008,honda,excellent,gas,143438
2956,3800,2002,chevrolet,good,gas,173000
2957,21950,2013,chevrolet,good,gas,97697
2958,28950,2017,ford,good,gas,111142
2959,24950,2015,chevrolet,good,gas,152373
2960,21950,2017,chevrolet,good,gas,175124
2961,37855,2019,ford,excellent,gas,90875
2962,74995,2019,chevrolet,excellent,gas,2443
2963,31945,2020,cadillac,excellent,gas,2098
2964,20965,2017,fiat,excellent,gas,36624
2965,39995,2016,chevrolet,good,diesel,161380
2966,17995,2016,ford,good,gas,128480
2967,4399,2007,chevrolet,excellent,gas,125000
2968,15800,2012,ram,excellent,gas,35686
2969,5500,2005,chevrolet,excellent,gas,90247
2970,9100,2011,chevrolet,excellent,gas,93000
2971,17200,2010,ram,excellent,gas,131000
2972,18200,2015,gmc,excellent,gas,94000
2973,4900,2003,gmc,good,gas,189625
2974,4497,2009,pontiac,excellent,gas,172088
2975,7500,2007,hyundai,good,gas,91000
2976,9995,2011,subaru,excellent,gas,126000
2977,23990,2018,volkswagen,good,gas,22539
2978,5995,2012,chrysler,good,gas,132100
2979,5995,2014,kia,good,gas,129100
2980,11995,2017,dodge,excellent,gas,129700
2981,49990,2015,ford,good,diesel,152701
2982,29990,2015,ford,good,diesel,169564
2983,26990,1998,mitsubishi,good,diesel,166302
2984,21990,2005,ford,good,gas,45554
2985,29990,2008,chevrolet,good,diesel,65073
2986,3995,2008,saturn,good,gas,160200
2987,20990,2008,ford,good,gas,97626
2988,42990,2008,chevrolet,good,diesel,67159
2989,35990,2016,ford,good,diesel,161669
2990,33990,2012,ford,good,diesel,49678
2991,44990,2015,ram,good,diesel,80733
2992,44990,2012,ford,good,diesel,52307
2993,46990,2016,ram,good,diesel,17619
2994,34990,2015,ford,good,gas,100058
2995,33990,2007,chevrolet,good,gas,77581
2996,37990,2012,ford,good,diesel,108061
2997,3995,2009,kia,good,gas,123300
2998,26990,2008,chevrolet,good,gas,100921
2999,22990,2004,gmc,good,diesel,119091
3000,28490,2008,mitsubishi,good,diesel,70643
3001,25900,2017,ram,good,gas,89400
3002,21990,2008,ford,good,gas,72658
3003,62990,2016,ford,good,diesel,40193
3004,25990,2011,ford,good,gas,105371
3005,16990,2008,ford,good,gas,147476
3006,20990,2010,ram,good,gas,121850
3007,52990,2014,ford,good,diesel,15886
3008,35990,2014,ford,good,gas,42213
3009,30990,2014,ford,good,gas,98123
3010,16990,2004,ford,good,gas,213563
3011,43990,2016,chevrolet,good,gas,45542
3012,27990,2011,ford,good,diesel,123622
3013,27990,2008,ford,good,gas,83459
3014,13995,2014,ram,excellent,gas,132200
3015,27490,2006,mitsubishi,good,diesel,96626
3016,24990,2017,gmc,good,gas,136965
3017,33990,2014,ford,good,diesel,136250
3018,25990,2006,chevrolet,good,gas,73360
3019,33990,2016,chevrolet,good,gas,12398
3020,26990,2016,chevrolet,good,gas,75734
3021,24990,2007,ford,good,gas,46463
3022,20990,2006,chevrolet,good,diesel,134296
3023,24990,2009,chevrolet,good,gas,72789
3024,29990,2011,ford,good,diesel,137481
3025,22990,2010,ford,good,gas,121911
3026,14990,2012,ford,good,gas,67820
3027,32990,2011,chevrolet,good,gas,22076
3028,59990,2017,ford,good,diesel,31337
3029,31990,2006,ford,good,diesel,59429
3030,13000,1993,gmc,like new,diesel,173036
3031,14500,2013,chevrolet,excellent,gas,60869
3032,30990,2018,toyota,good,gas,22938
3033,8990,2012,hyundai,good,gas,61828
3034,11900,2016,chevrolet,good,gas,115000
3035,15990,2015,audi,good,gas,128900
